===2023-08-05 09:38:02===
===Setting===
    dataset: officehome
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[21,27,35,45,58,75,97,126,163,210,30,45,68,101,152,61,122,85,
client_nums=[10,5,2,1,]
len_dataset=[1435,664,307,142,]
domain number = 4
============ Train epoch 0 ============
 Site-Art                           | Train Loss: 3.6917 | Train Acc: 0.6190
 Site-RealWorld                     | Train Loss: 0.4960 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.3841 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.3489 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 0.5127 | Train Acc: 0.8911
 Site-RealWorld                     | Train Loss: 0.2880 | Train Acc: 0.9605
 Site-Clipart                       | Train Loss: 1.0409 | Train Acc: 0.8033
 Site-Clipart                       | Train Loss: 1.2078 | Train Acc: 0.7377
 Site-Product                       | Train Loss: 0.6052 | Train Acc: 0.8706
Average Train Accuracy: 0.8656
 Site-Art                           | Val  Loss: 0.6521 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.8905 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.4583 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.3689 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.5565 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.4825 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.8536 | Val  Acc: 0.9692
 Site-Art                           | Val  Loss: 0.5464 | Val  Acc: 0.9524
 Site-Art                           | Val  Loss: 0.5784 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.6457 | Val  Acc: 0.8500
 Site-RealWorld                     | Val  Loss: 0.1426 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.2432 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4114 | Val  Acc: 0.9778
 Site-RealWorld                     | Val  Loss: 0.4865 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.4574 | Val  Acc: 0.8713
 Site-Clipart                       | Val  Loss: 1.1595 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.2568 | Val  Acc: 0.7160
 Site-Product                       | Val  Loss: 0.6294 | Val  Acc: 0.8750
Average Valid Accuracy: 0.9000
============ Train epoch 32 ============
 Site-Art                           | Train Loss: 0.9405 | Train Acc: 0.7619
 Site-Art                           | Train Loss: 0.7901 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9922 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.8180 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.8906 | Train Acc: 0.7586
 Site-Art                           | Train Loss: 0.6595 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.4925 | Train Acc: 0.9072
 Site-Art                           | Train Loss: 0.4348 | Train Acc: 0.9603
 Site-Art                           | Train Loss: 0.4305 | Train Acc: 0.9325
 Site-Art                           | Train Loss: 0.2324 | Train Acc: 0.9857
 Site-RealWorld                     | Train Loss: 0.5376 | Train Acc: 0.9667
 Site-RealWorld                     | Train Loss: 0.4321 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4820 | Train Acc: 0.9265
 Site-RealWorld                     | Train Loss: 0.5838 | Train Acc: 0.8614
 Site-RealWorld                     | Train Loss: 0.3013 | Train Acc: 0.9539
 Site-Clipart                       | Train Loss: 0.9950 | Train Acc: 0.7869
 Site-Clipart                       | Train Loss: 1.2165 | Train Acc: 0.7131
 Site-Product                       | Train Loss: 0.4339 | Train Acc: 0.9059
Average Train Accuracy: 0.8708
 Site-Art                           | Val  Loss: 0.5606 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.8238 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.6483 | Val  Acc: 0.8696
 Site-Art                           | Val  Loss: 0.3332 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.5126 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.4234 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.2723 | Val  Acc: 0.9385
 Site-Art                           | Val  Loss: 0.5291 | Val  Acc: 0.9048
 Site-Art                           | Val  Loss: 0.5946 | Val  Acc: 0.8611
 Site-Art                           | Val  Loss: 0.6453 | Val  Acc: 0.8500
 Site-RealWorld                     | Val  Loss: 0.1427 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2590 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4690 | Val  Acc: 0.9111
 Site-RealWorld                     | Val  Loss: 0.5337 | Val  Acc: 0.9104
 Site-RealWorld                     | Val  Loss: 0.4733 | Val  Acc: 0.9010
 Site-Clipart                       | Val  Loss: 1.2125 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.3606 | Val  Acc: 0.7160
 Site-Product                       | Val  Loss: 0.6410 | Val  Acc: 0.8393
Average Valid Accuracy: 0.9001
============ Train epoch 33 ============
 Site-Art                           | Train Loss: 0.8157 | Train Acc: 0.8095
 Site-Art                           | Train Loss: 0.8272 | Train Acc: 0.8148
 Site-Art                           | Train Loss: 0.9945 | Train Acc: 0.7429
 Site-Art                           | Train Loss: 0.7958 | Train Acc: 0.8222
 Site-Art                           | Train Loss: 0.8152 | Train Acc: 0.7931
 Site-Art                           | Train Loss: 0.5806 | Train Acc: 0.8933
 Site-Art                           | Train Loss: 0.4984 | Train Acc: 0.9072
 Site-Art                           | Train Loss: 0.4786 | Train Acc: 0.9286
 Site-Art                           | Train Loss: 0.4850 | Train Acc: 0.9264
 Site-Art                           | Train Loss: 0.1951 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.4943 | Train Acc: 0.8667
 Site-RealWorld                     | Train Loss: 0.4236 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4854 | Train Acc: 0.8824
 Site-RealWorld                     | Train Loss: 0.5392 | Train Acc: 0.8713
 Site-RealWorld                     | Train Loss: 0.2787 | Train Acc: 0.9671
 Site-Clipart                       | Train Loss: 0.9964 | Train Acc: 0.7705
 Site-Clipart                       | Train Loss: 1.1432 | Train Acc: 0.7623
 Site-Product                       | Train Loss: 0.6747 | Train Acc: 0.9059
Average Train Accuracy: 0.8660
 Site-Art                           | Val  Loss: 0.5043 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.6312 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.3618 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.5478 | Val  Acc: 0.9000
 Site-Art                           | Val  Loss: 0.5473 | Val  Acc: 0.8974
 Site-Art                           | Val  Loss: 0.3927 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.7461 | Val  Acc: 0.9846
 Site-Art                           | Val  Loss: 0.4631 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.5211 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.5849 | Val  Acc: 0.8786
 Site-RealWorld                     | Val  Loss: 0.1482 | Val  Acc: 0.9500
 Site-RealWorld                     | Val  Loss: 0.2343 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.5409 | Val  Acc: 0.9556
 Site-RealWorld                     | Val  Loss: 0.3761 | Val  Acc: 0.8657
 Site-RealWorld                     | Val  Loss: 0.4116 | Val  Acc: 0.9208
 Site-Clipart                       | Val  Loss: 1.2390 | Val  Acc: 0.7250
 Site-Clipart                       | Val  Loss: 1.1753 | Val  Acc: 0.7531
 Site-Product                       | Val  Loss: 0.5790 | Val  Acc: 0.9107
Average Valid Accuracy: 0.9106
 Best site-Art                       | Epoch:33 | Val Acc: 1.0000
 Best site-Art                       | Epoch:33 | Val Acc: 0.9444
 Best site-Art                       | Epoch:33 | Val Acc: 0.9565
 Best site-Art                       | Epoch:33 | Val Acc: 0.9000
 Best site-Art                       | Epoch:33 | Val Acc: 0.8974
 Best site-Art                       | Epoch:33 | Val Acc: 0.9400
 Best site-Art                       | Epoch:33 | Val Acc: 0.9846
 Best site-Art                       | Epoch:33 | Val Acc: 0.9286
 Best site-Art                       | Epoch:33 | Val Acc: 0.8796
 Best site-Art                       | Epoch:33 | Val Acc: 0.8786
 Best site-RealWorld                 | Epoch:33 | Val Acc: 0.9500
 Best site-RealWorld                 | Epoch:33 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:33 | Val Acc: 0.9556
 Best site-RealWorld                 | Epoch:33 | Val Acc: 0.8657
 Best site-RealWorld                 | Epoch:33 | Val Acc: 0.9208
 Best site-Clipart                   | Epoch:33 | Val Acc: 0.7250
 Best site-Clipart                   | Epoch:33 | Val Acc: 0.7531
 Best site-Product                   | Epoch:33 | Val Acc: 0.9107
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 34 ============
 Site-Art                           | Train Loss: 0.7406 | Train Acc: 0.8571
 Site-Art                           | Train Loss: 0.7680 | Train Acc: 0.8519
 Site-Art                           | Train Loss: 0.8997 | Train Acc: 0.8000
 Site-Art                           | Train Loss: 0.7825 | Train Acc: 0.8444
 Site-Art                           | Train Loss: 0.9511 | Train Acc: 0.7759
 Site-Art                           | Train Loss: 0.8566 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.4126 | Train Acc: 0.9175
 Site-Art                           | Train Loss: 0.4881 | Train Acc: 0.9444
 Site-Art                           | Train Loss: 0.4782 | Train Acc: 0.9325
 Site-Art                           | Train Loss: 0.2478 | Train Acc: 0.9905
 Site-RealWorld                     | Train Loss: 0.3320 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.5171 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.5823 | Train Acc: 0.9118
 Site-RealWorld                     | Train Loss: 0.4866 | Train Acc: 0.9109
 Site-RealWorld                     | Train Loss: 0.2905 | Train Acc: 0.9671
 Site-Clipart                       | Train Loss: 1.1052 | Train Acc: 0.7377
 Site-Clipart                       | Train Loss: 1.1119 | Train Acc: 0.7459
 Site-Product                       | Train Loss: 0.6461 | Train Acc: 0.8941
Average Train Accuracy: 0.8774
 Site-Art                           | Val  Loss: 0.6642 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.6744 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4388 | Val  Acc: 0.9565
 Site-Art                           | Val  Loss: 0.3502 | Val  Acc: 1.0000
 Site-Art                           | Val  Loss: 0.4844 | Val  Acc: 0.9487
 Site-Art                           | Val  Loss: 0.3879 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.3523 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.5295 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 0.5773 | Val  Acc: 0.8796
 Site-Art                           | Val  Loss: 0.6815 | Val  Acc: 0.8357
 Site-RealWorld                     | Val  Loss: 0.1711 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.2014 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.4624 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.3400 | Val  Acc: 0.8358
 Site-RealWorld                     | Val  Loss: 0.4475 | Val  Acc: 0.8911
 Site-Clipart                       | Val  Loss: 1.2520 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.2500 | Val  Acc: 0.7654
 Site-Product                       | Val  Loss: 0.5788 | Val  Acc: 0.8929
Average Valid Accuracy: 0.9137
 Best site-Art                       | Epoch:34 | Val Acc: 1.0000
 Best site-Art                       | Epoch:34 | Val Acc: 0.9444
 Best site-Art                       | Epoch:34 | Val Acc: 0.9565
 Best site-Art                       | Epoch:34 | Val Acc: 1.0000
 Best site-Art                       | Epoch:34 | Val Acc: 0.9487
 Best site-Art                       | Epoch:34 | Val Acc: 0.9400
 Best site-Art                       | Epoch:34 | Val Acc: 0.9231
 Best site-Art                       | Epoch:34 | Val Acc: 0.9167
 Best site-Art                       | Epoch:34 | Val Acc: 0.8796
 Best site-Art                       | Epoch:34 | Val Acc: 0.8357
 Best site-RealWorld                 | Epoch:34 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:34 | Val Acc: 0.9667
 Best site-RealWorld                 | Epoch:34 | Val Acc: 1.0000
 Best site-RealWorld                 | Epoch:34 | Val Acc: 0.8358
 Best site-RealWorld                 | Epoch:34 | Val Acc: 0.8911
 Best site-Clipart                   | Epoch:34 | Val Acc: 0.7500
 Best site-Clipart                   | Epoch:34 | Val Acc: 0.7654
 Best site-Product                   | Epoch:34 | Val Acc: 0.8929
 Saving the local and server checkpoint to ../checkpoint/fed_officehome_uneven_2.16_1/harmo-fl...
============ Train epoch 35 ============
 Site-Art                           | Train Loss: 0.6770 | Train Acc: 0.8571
 Site-Art                           | Train Loss: 0.8338 | Train Acc: 0.7778
 Site-Art                           | Train Loss: 0.9377 | Train Acc: 0.7714
 Site-Art                           | Train Loss: 0.7903 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.8470 | Train Acc: 0.7586
 Site-Art                           | Train Loss: 0.8497 | Train Acc: 0.8667
 Site-Art                           | Train Loss: 0.5039 | Train Acc: 0.8763
 Site-Art                           | Train Loss: 0.4566 | Train Acc: 0.9365
 Site-Art                           | Train Loss: 0.4455 | Train Acc: 0.9202
 Site-Art                           | Train Loss: 0.2014 | Train Acc: 0.9857
 Site-RealWorld                     | Train Loss: 0.4367 | Train Acc: 0.9333
 Site-RealWorld                     | Train Loss: 0.4463 | Train Acc: 0.9111
 Site-RealWorld                     | Train Loss: 0.5186 | Train Acc: 0.8971
 Site-RealWorld                     | Train Loss: 0.5502 | Train Acc: 0.8812
 Site-RealWorld                     | Train Loss: 0.2261 | Train Acc: 0.9671
 Site-Clipart                       | Train Loss: 1.0696 | Train Acc: 0.7705
 Site-Clipart                       | Train Loss: 1.1258 | Train Acc: 0.7377
 Site-Product                       | Train Loss: 0.5094 | Train Acc: 0.9294
Average Train Accuracy: 0.8691
 Site-Art                           | Val  Loss: 0.5597 | Val  Acc: 0.9286
 Site-Art                           | Val  Loss: 0.7705 | Val  Acc: 0.9444
 Site-Art                           | Val  Loss: 0.4552 | Val  Acc: 0.9130
 Site-Art                           | Val  Loss: 0.3738 | Val  Acc: 0.9667
 Site-Art                           | Val  Loss: 0.4738 | Val  Acc: 0.9231
 Site-Art                           | Val  Loss: 0.3909 | Val  Acc: 0.9400
 Site-Art                           | Val  Loss: 0.7092 | Val  Acc: 0.9692
 Site-Art                           | Val  Loss: 0.5221 | Val  Acc: 0.9167
 Site-Art                           | Val  Loss: 0.5575 | Val  Acc: 0.8889
 Site-Art                           | Val  Loss: 0.5853 | Val  Acc: 0.8643
 Site-RealWorld                     | Val  Loss: 0.1472 | Val  Acc: 1.0000
 Site-RealWorld                     | Val  Loss: 0.1751 | Val  Acc: 0.9667
 Site-RealWorld                     | Val  Loss: 0.5582 | Val  Acc: 0.9111
 Site-RealWorld                     | Val  Loss: 0.3274 | Val  Acc: 0.8507
 Site-RealWorld                     | Val  Loss: 0.3511 | Val  Acc: 0.9109
 Site-Clipart                       | Val  Loss: 1.1870 | Val  Acc: 0.7500
 Site-Clipart                       | Val  Loss: 1.1911 | Val  Acc: 0.7654
 Site-Product                       | Val  Loss: 0.5390 | Val  Acc: 0.8929
Average Valid Accuracy: 0.9057
============ Train epoch 36 ============
 Site-Art                           | Train Loss: 0.6597 | Train Acc: 0.8571
